FarmID,State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,FarmSize(Hectares),Rainfall(mm),Temperature(°C),Humidity(%),SoilPH,Fertilizer(kg/ha),Pesticide(L/ha),FarmExperience(Years),NumWorkers,DistanceToMarket(km),CreditAccess,ExtensionServices,PreviousYield(tons/ha),PlantingDensity(plants/ha),ActualYield(tons/ha),YieldCategory
FRM018271,Kebbi,Sorghum,Dry Season,Loamy,Irrigation,Drip,Yes,No,No,4.06,797.5,29.0,92.7,pH 5.4,131.1,2.47,5,4,24.6,0,1,4.53,28473.0,3.22,medium
FRM018272,Gombe,Groundnut,wet,loamy,Mixed,None,Yes,Yes,Yes,0.38,489.1,25.2,65.4,5.95,105.2,3.53,4,4,31.6,0,0,3.46,42546.0,3.65,MEDIUM
FRM018273,Zamfara,Groundnut,Rainy,CLAY,Rainfed,Flood,Yes,no,No,1.1 ha,970.6,21.2,88.0,6.43,114.5,3.79,18,1,9.7,1,0,2.45,64604.0,3.38,Medium
FRM018274,Kaduna,Maize,Dry Season,Clay,Mixed,flood,Yes,Yes,N,3.74,379.8,28.7,66.2,5.63,69.5,1.99,19,4,3.1,1,0,3.02,36562.0,1.78,Poor
FRM018275,Sokoto,Millet,Wet Season,Clay,Mixed,none,Yes,No,Yes,0.59,1174.7,31.5,46.1,5.55,92.5,1.45,7,5,10.0,0,0,0.38,48162.0,0.8,low
FRM018276,Kaduna,Cowpea,dry,Clay,IRRIGATION,drip,Yes,Yes,No,3.09,841.7,24.9,61.4,5.46,106.4,1.84,0,2,47.5,1,1,2.03,52753.0,3.52,Moderate
FRM018277,Katsina,Maize,WET,loamy,Rain-fed,Drip,Yes,Yes,Yes,6.24,830.2,28.8,63.2,6.58,108.2,6.87,14,1,25.7 km,1,1,2.49,23281.0,4.49,HIGH
FRM018278,Taraba,Sorghum,Dry Season,Clay,Mixed,Flood,Yes,Yes,Yes,4.02,991.1,34.2,76.5,5.24,109.3,4.04,22,5,29.7,0,0,3.72,78963.0,2.09,Medium
FRM018279,Gombe,Sorghum,Dry Season,Clay,Irrigated,drip,No,N,No,0.25,974.9,23.8,68.1,5.67,655.0,4.01,3,8,23.4,0,1,2.47,30292.0,1.97,LOW
FRM018280,Katsina,Yam,Wet Season,Sandy,Mixed,Flood,Yes,No,Yes,5.06,888.6,22.0,55.6,6.81,66.3,3.08,14,2,3.0,1,1,4.49,60656.0,4.24,Average
FRM018281,Sokoto,Cassava,Wet Season,Clay,Rain-fed,None,no,Yes,Yes,4.56,920.7,29.7,72.0,5.34,99.2,4.87,20,3,31.7,0,0,2.07,33790.0,2.0,LOW
FRM018282,Niger,Cowpea,Wet Season,Sandy,Rain-fed,Nil,Yes,No,No,9.85,754.9mm,28.4,96.3,5.12,125.1,0.98,17,3,26.4 km,1,1,1.99,50587.0,2.16,MEDIUM
FRM018283,Gombe,Sorghum,dry season,Clay,Mixed,Flood,Yes,Yes,Yes,0.19,602.1,28.9,81.6,5.31,122.8,2.11,20,3,20.7,0,1,3.74,54509.0,3.59,Medium
FRM018284,Katsina,Maize,WET,Clay,Irrigation,None,Yes,Yes,Yes,3.01,958.0,26.8,82.9,7.67,78.6,0.0,7,1,23.6,0,0,3.0,69779.0,2.38,Medium
FRM018285,Taraba,Sorghum,Rainy,Loamy,Rain-fed,None,Yes,yes,Yes,0.29,1058.6,28.6,56.7,7.45,94.0,7.35,28,6,48.0,0,1,1.58,47948.0,2.95,Moderate
FRM018286,Jigawa,Groundnut,Wet Season,LOAMY,Irrigation,None,yes,0,no,0.74,1027.2,21.7,70.2,6.18,125.7,4.12,1,4,7.1,0,0,4.5,72350.0,3.82,Moderate
FRM018287,Kano,Cassava,Wet Season,Loamy,Mixed,None,No,No,Yes,7.19,673.1,35.5,80.8,6.13,24.1,2.56,8,7,1.0,1,1,2.15,100000.0,1.75,POOR
FRM018288,Kano,Sorghum,WET,Silt,IRRIGATION,sprinkler,yes,Yes,Yes,0.67,200.0,29.3,82.7,5.57,84.0,1.99,3,2,1.6,0,1,3.76,45630.0,3.56 t/ha,MODERATE
FRM018289,Plateau,Groundnut,wet season,Loamy,Rain-fed,Drip,0,1,no,1.43,649.6,30.5,79.2,6.71,0.0,4.79,9,6,39.8,1,0,2.16,71837.0,1.92,Poor
FRM018290,Plateau,Yam,Harmattan,Loamy,Rain-fed,Drip,No,Yes,Yes,0.38,455.5,28.7,50.4,6.23,60.4,3.85,8,4,19.4,1,1,3.05,68298.0,2.0,Moderate
FRM018291,Zamfara,Sorghum,wet season,Sandy,Irrigation,Drip,Yes,No,yes,0.62,755.4,22.7,54.3,7.26,100.9,2.5,5,4,26.5,1,1,2.12,41665.0,2.9,Average
FRM018292,Plateau,Cassava,Dry Season,Silt,Irrigation,Flood,Yes,Yes,No,2.8,1015.8,24.4,53.3,6.52,36.8,4.84,11,7,2.6,1,1,2.98 tons,54107.0,6.11,HIGH
FRM018293,Adamawa,Maize,wet season,Sandy,Rain-fed,Drip,No,Y,Yes,2.41,532.2,31.0,47.1,6.35,65.1,7.27,7,1,17.1,1,0,0.96,68504.0,2.28,low
FRM018294,Kebbi,Yam,Rainy,Sandy,Rain-fed,Drip,No,Yes,Yes,1.23,998.2,29.0,65.8,5.14,58.8,3.42,8,3,25.2,1,1,,82819.0,3.44,MODERATE
FRM018295,Plateau,Wheat,Wet Season,Sandy,Rainfed,Drip,No,No,Yes,0.22,1454.4,31.1,78.0,6.23,73.1,3.03,1,2,21.2,1,0,3.04,45888.0,1.75 t/ha,low
FRM018296,Gombe,Cowpea,wet,Sandy,irrigation,Drip,No,no,No,5.04,879.9,26.3,100.0,6.23,37.6,6.18,22,5,1.0,0,0,2.65,64268.0,1.89,Below Average
FRM018297,Kebbi,Groundnut,DRY,loamy,Rain-fed,Flood,1,Yes,Yes,2.65,778.2,29.7,43.5,7.07,65.4,4.91,16,8,5.5miles,0,1,2.88,29963.0,3.6,Medium
FRM018298,Plateau,Yam,Harmattan,Loamy,Irrigation,None,Yes,Yes,No,1.49,1035.3,23.9,51.1,5.28,42.4,6.27,15,5,22.1,0,1,1.76,81126.0,2.0,AVERAGE
FRM018299,Yobe,Cassava,dry,Loamy,Rain-fed,Sprinkler,No,No,Yes,1.36,638.1,28.3,49.2,7.36,17.1,2.55,25,6,30.9,0,1,4.69,41244.0,1.91,POOR
FRM018300,Kaduna,Yam,Wet Season,loamy,Irrigation,Drip,Yes,No,Yes,0.71,886.6,26.6,75.7,6.5,113.8,6.52,9,1,18.6,1,1,1.91,48041.0,6.18,High
FRM018301,Adamawa,Cowpea,dry season,Clay,Mixed,Drip,Yes,Yes,No,6.72,1031.0,32.3,71.5,5.45,55.5 kg/ha,8.92,7,2,9.5,1,0,4.8,60194.0,2.62,AVERAGE
FRM018302,Adamawa,Wheat,wet season,Silt,irrigation,None,Yes,Yes,Yes,1.07,803.2,30.4,94.8,4.87,86.4,2.66,19,2,11.8,0,0,3.32,66367.0,4.56,high
FRM018303,Benue,Groundnut,wet season,Clay,Rain-fed,Flood,yes,Yes,1,0.53,963.8,26.6,73.3,7.1,49.2,4.56,11,3,12.0,0,1,1.95,47620.0,3.69,AVERAGE
FRM018304,Kebbi,Cassava,Wet Season,LOAMY,Rain-fed,Drip,Yes,Y,Yes,4.71,507.1,32.5,56.1,5.98,61.6,4.02,21,6,17.9,0,0,3.94,31978.0,2.35,Moderate
FRM018305,Niger,Cowpea,wet,Loamy,Irrigated,N/A,Yes,Yes,Yes,1.71,796.7,32.5,73.8,7.18,116.9,2.57,17,2,32.0,0,0,4.78,76973.0,5.6,High
FRM018306,Zamfara,Groundnut,dry,Clay,Rain-fed,Drip,Yes,Yes,Yes,0.56,772.2,28.6,65.1,4.86,85.6,6.75,17,1,4.7,1,0,2.74,41226.0,2.86,M
FRM018307,Sokoto,Maize,WET,Loamy,Irrigation,Flood,No,Yes,no,5.86,462.6,32.9,79.6,7.11,69.7,3.81,8,1,1.0,1,0,2.07,62872.0,1.49,LOW
FRM018308,Kebbi,Groundnut,Dry Season,Sandy,Irrigation,Flood,Yes,No,Yes,0.1,913.1,22.4,61.5,7.09,123.0 kg/ha,5.53,5,2,1.0,1,0,1.42,45053.0,2.0,medium
FRM018309,Katsina,Cowpea,Rainy,Clay,Mixed,None,Yes,No,no,1.53,677.3,23.9,40.7,5.29,63.3,1.66,13,2,15.3,1,0,3.18 tons,48002.0,1.62,low
FRM018310,Benue,Rice,DRY,CLAY,Irrigation,flood,No,Yes,No,2.18,8046.0,31.4,43.6,5.73,91.5,2.67,0,3,1.3,1,0,0.87,45309.0,0.8 tons,Poor
FRM018311,Kaduna,Rice,dry season,Loamy,MIXED,None,Yes,Yes,No,0.69,903.6,28.6,65.9,5.77,115.5,2.0,15,3,31.1,1,0,1.1,78379.0,4.37,Average
FRM018312,Kano,Yam,Wet Season,Clay,Rainfed,Flood,1,Yes,Yes,0.74 acres,1401.8,24.8,93.1,5.91,60.2,5.61,10,1,15.5,0,1,2.77,54825.0,3.68,Moderate
FRM018313,Adamawa,Sorghum,Wet Season,Loamy,irrigation,None,no,Yes,Yes,0.1,1108.1,29.8,89.8,7.25,71.1,3.29,15,4,11.7,1,1,1.79,37339.0,4.59,high
FRM018314,Kaduna,Maize,dry season,Clay,Rain-fed,None,Yes,Yes,no,3.94,971.8,25.9,80.8,6.37,105.8,0.49,19,2,13.9,0,1,5.16,91868.0,2.65,medium
FRM018315,Plateau,Groundnut,Wet Season,Clay,Rain-fed,Flood,Yes,Yes,Yes,16.41,649.6,29.9,70.0,,94.7,4.59,11,5,17.3,1,0,3.1,41943.0,2.1,MEDIUM
FRM018316,Zamfara,Cowpea,DRY,Loamy,Irrigated,flood,No,No,Yes,0.13,735.5,33.2,64.4 percent,6.32,62.4,4.36,9,5,25.5,0,0,3.33,66535.0,3.5,MODERATE
FRM018317,Adamawa,Millet,Wet Season,Loamy,Rain-fed,Sprinkler,FALSE,No,No,0.62,1135.1,25.8,52.2,6.31,134.1,3.5,11,3,13.1,1,0,2.95,60230.0,2.11,Poor
FRM018318,Benue,Maize,wet,Loamy,Rain-fed,flood,No,Yes,Yes,10.1,544.0 mm,25.4,54.7,5.63,50.5,1.14,21,6,7.1,0,1,4.21,61794.0,3.22,MEDIUM
FRM018319,Katsina,Rice,Harmattan,Loamy,Rain-fed,None,yes,Yes,yes,1.99 ha,1026.3,31.7,43.6,6.55,100.7,3.98,17,5,27.0,0,1,2.55,39322.0,6.58,EXCELLENT
FRM018320,Kebbi,Wheat,Dry Season,Loamy,Rain-fed,None,Yes,Yes,No,0.42,1063.7,25.9,57.6,6.22,712.0,7.21,8,4,32.4,0,0,1.21,43589.0,2.62,medium
FRM018321,Yobe,Millet,Wet Season,loamy,rain-fed,drip,Yes,Yes,No,2.36,823.3,24.1,71.7,7.21,91.1,3.22,25,1,16.6,0,0,3.85,28682.0,2.99,medium
FRM018322,Kaduna,Sorghum,dry season,Loamy,Mixed,None,1,No,Yes,2.62,526.6,28.7,44.9,6.12,90.2,1.87,4,1,17.8,0,1,1.96,54913.0,2.71,medium
FRM018323,Benue,Groundnut,Dry Season,S,Irrigated,Drip,Yes,no,Yes,0.81,832.2,30.4,58.9,5.36,47.0,6.61,9,4,25.4,0,1,2.16,50924.0,3.22,AVERAGE
FRM018324,Jigawa,Millet,Wet Season,Loamy,Irrigation,Drip,Yes,Yes,no,0.55,598.6,26.7,73.2,6.38,40.6,1.55,1,3,21.0,0,0,2.75,59077.0,2.88,Average
FRM018325,Kebbi,Cowpea,wet season,Loamy,irrigation,sprinkler,Yes,Yes,No,3.8,780.6,29.0,69.2,5.98,77.7,3.99,3,4,21.1,0,1,2.36,55238.0,2.5,medium
FRM018326,Gombe,Cassava,dry,Loamy,Rain-fed,N/A,Yes,Yes,No,0.36,1183.5,29.0,64.1,6.87 pH,54.1,1.49,16,2,32.0,1,0,0.59,33665.0,2.43,M
FRM018327,Zamfara,Cassava,Wet Season,CLAY,Rain-fed,None,Yes,no,Yes,0.64,1034.0,27.3,85.8,6.76,80.5,4.05,15,6,10.4,1,1,3.59,39359.0,4.51,MODERATE
FRM018328,Gombe,Yam,Dry Season,Silty,Mixed,None,yes,Yes,no,0.49,726.4,32.9,97.7,5.91,102.9,4.63,20,4,20.6,0,0,1.11 tons,51498.0,1.57,LOW
FRM018329,Adamawa,Millet,wet season,Loamy,Irrigation,None,Yes,Yes,Yes,1.35,652.6,33.4,73.0,6.63,132.1,5.79,12,2,11.2,0,1,2.14,49321.0,6.31,H
FRM018330,Sokoto,Rice,Rainy,Loamy,Mixed,Sprinkler,No,Yes,No,1.36,749.6,26.4,62.6,6.7,134.5,3.8,14,6,5.2,0,1,3.26,46157.0,2.0,L
FRM018331,Kano,Yam,Wet Season,loamy,Rain-fed,Flood,Yes,No,Yes,1.79,915.1,21.7,73.2,6.24,29.9,3.56,0,4,42.4,1,1,2.43,91687.0,4.05,Medium
FRM018332,Zamfara,Cassava,DRY,clay,Rain-fed,N/A,Yes,Yes,No,1.44,725.8,27.6,81.6,4.92,110.5,3.77,16,4,19.9,1,0,3.76,59441.0,2.1,Below Average
FRM018333,Gombe,Sorghum,Wet Season,Sandy,Rain-fed,None,Yes,no,Y,2.62,1211.6,31.6,40.0,7.43,112.2,7.0,7,3,35.9,1,0,4.05,31496.0,3.87,medium
FRM018334,Plateau,Millet,Rainy,LOAMY,Mixed,Flood,Yes,No,No,0.54,584.8,26.3,61.6,7.86,103.7,4.91,6,6,26.8,1,0,1.38,55479.0,0.8,Below Average
FRM018335,Taraba,Sorghum,WET,CLAY,Rain-fed,None,no,Yes,No,2.83,589.5,31.9,63.6,7.41,79.2,4.43,8,4,43.5,0,0,1.85,36289.0,0.2,very low
FRM018336,Sokoto,Sorghum,wet season,Silt,Rain-fed,Sprinkler,No,Yes,No,0.2,373.3,34.6,79.9,6.18,96.2,3.23,7,3,25.2,1,0,2.59,66174.0,2.4,low
FRM018337,Bauchi,Millet,Rainy,Clay,Irrigation,None,yes,Yes,Yes,0.32,522.4,29.3,70.2,4.39,-91.4,2.58,6,3,30.5,1,0,2.12,81878.0,2.56,Average
FRM018338,Plateau,Rice,DRY,Loamy,Rain-fed,None,yes,Yes,Yes,0.44,979.2,27.8,78.5,6.29,75.7,3.01,2,3,13.8,0,1,1.51,44355.0,4.26,Moderate
FRM018339,Gombe,Millet,Rainy,Sandy,Irrigated,None,Yes,Yes,No,3.32 ha,1288.1,24.3,57.7,5.08,45.2,2.97,10,5,24.1,0,0,2.69,35083.0,2.49,Average
FRM018340,Kaduna,Soybean,Dry Season,Loamy,IRRIGATION,drip,No,Yes,no,0.1,832.0 mm,25.7,48.2,6.7,110.8,5.27,8,6,1.0,0,0,2.25,37754.0,3.03,medium
FRM018341,Sokoto,Rice,dry season,Loamy,rain-fed,Flood,No,Yes,no,1.51,924.7,27.2°C,69.2,5.55,90.8,1.84,10,8,31.3,1,1,0.83,48658.0,2.85,Medium
FRM018342,Plateau,Soybean,Wet Season,Clay,Rain-fed,Sprinkler,1,No,Yes,1.76,1035.1,27.4,72.3%,5.55,74.6,2.31,10,4,29.3,0,1,0.75,93519.0,2.64,M
FRM018343,Sokoto,Groundnut,Rainy,Clay,Irrigation,N/A,No,No,yes,0.5,1403.8,29.0,85.9,7.02,74.0,1.72,17,6,14.6,1,0,4.23,48972.0,3.19,MEDIUM
FRM018344,Zamfara,Soybean,wet season,Sandy,IRRIGATION,Sprinkler,yes,1,Yes,0.1,779.2,21.6,58.9,6.55,69.2,2.0,8,5,27.2,1,0,2.82,69757.0,2.69,Medium
FRM018345,Adamawa,Cassava,Rainy,Loamy,Rain-fed,Sprinkler,Yes,No,No,8.49,1268.4,25.0,76.0,5.19 pH,34.1,2.3,24,2,2.1,1,1,5.0,48044.0,2.79,AVERAGE
FRM018346,Benue,Cowpea,Wet Season,loamy,irrigation,Flood,No,Yes,Yes,0.98,1104.9,26.8,57.3,5.14,64.4,2.18,0,5,25.3,0,1,4.95,30880.0,2.87,MODERATE
FRM018347,Kano,Millet,Wet Season,Loamy,Rain-fed,Flood,Yes,No,Yes,0.27,583.4,25.4,58.3,6.6,122.3,2.69,33,3,25.8,0,1,3.58,65819.0,2.91,AVERAGE
FRM018348,Kano,Soybean,WET,Silty,rain-fed,None,Yes,Yes,No,2.93,863.5,27.2,50.4,6.39,68.5,3.64,13,2,40.6,1,1,2.28,65585.0,3.21,MODERATE
FRM018349,Plateau,Yam,Wet Season,Sandy,Irrigation,None,Yes,no,No,3.22,1030.8,23.9,79.1,6.36,48.0,9.67,10,8,12.9,0,0,4.44,57498.0,4.22,MODERATE
FRM018350,Plateau,Soybean,Wet Season,Loamy,irrigation,Sprinkler,no,No,yes,3.2,940.5,33.5,70.0,6.18,46.5,4.13,9,3,25.7,0,1,3.07,57817.0,2.64,Moderate
FRM018351,Sokoto,Millet,wet,loamy,irrigation,Flood,Yes,No,No,2.94,705.9,24.0,69.6,7.69 pH,61.9,0.03,16,3,21.5,0,1,4.27,24238.0,2.0,medium
FRM018352,Bauchi,Yam,Wet Season,Loamy,Rain-fed,Flood,FALSE,Yes,Yes,5.57,619.0,29.7,73.9,5.45,77.2,5.02,8,6,23.0,1,0,1.99,61594.0,2.5,MEDIUM
FRM018353,Kaduna,Maize,Dry Season,Loamy,Mixed,None,Yes,Yes,No,1.57,513.2,18.0,44.2,6.1,62.3,0.85,0,6,1.0,1,0,1.47,76162.0,3.07,M
FRM018354,Bauchi,Yam,wet,Loamy,Irrigation,None,Yes,Yes,Yes,5.46,1127.4,28.7,68.9,5.89,4.3,3.75,16,5,14.8,1,1,3.62,33792.0,4.18,Excellent
FRM018355,Plateau,Yam,Wet Season,Sandy,Rain-fed,None,Yes,yes,no,1.03,1032.2,35.2,56.1,5.65,71.6,3.18,13,3,26.2,0,0,3.9,59538.0,2.21,Low
FRM018356,Jigawa,Rice,Dry Season,loamy,Rain-fed,Drip,Yes,Yes,No,2.96,1263.9,27.1,66.3,7.66,122.0,6.88,8,2,1.3,0,0,4.07,68604.0,3.47,Average
FRM018357,Sokoto,Soybean,Rainy,clay,Irrigation,Sprinkler,No,yes,Yes,1.63,769.1,23.6,59.8,7.0,61.3,1.0,7,2,24.5,0,0,5.31,56653.0,2.76,Moderate
FRM018358,Niger,Soybean,wet,Silt,Rain-fed,Flood,Yes,Yes,Yes,3.43,925.1mm,32.9,48.4,6.81,101.6,3.19,3,1,6.8,0,0,2.88,72431.0,3.65,Average
FRM018359,Gombe,Wheat,DRY,Sandy,Mixed,Flood,Yes,Yes,No,0.45,384.3,35.7,63.7,5.45,70.4,0.98,11,4,2.4,1,1,2.25,55788.0,1.51,low
FRM018360,Kano,Yam,Harmattan,Sandy,Mixed,None,Yes,Yes,Yes,5.1,530.7,24.2,61.3,6.76,67.4,4.18,15,2,24.1,0,0,3.92,54330.0,2.68,Moderate
FRM018361,Gombe,Cowpea,Wet Season,Clay,Rain-fed,Flood,Yes,No,Yes,1.16,954.4,29.7,41.9,6.28,78.7,6.6,18,3,7.9,1,0,3.33,66675.0,3.41,Average
FRM018362,Plateau,Rice,Wet Season,Loamy,Irrigation,Sprinkler,yes,No,Yes,0.1,569.5,30.6,56.4,5.83,86.2,3.71,5,1,30.0,0,0,4.35,47086.0,3.31,MEDIUM
FRM018363,Zamfara,Rice,DRY,loamy,Irrigation,None,No,no,no,5.97,741.1,23.8,62.5,6.11,133.8,0.35,9,5,24.3,1,1,3.3,44801.0,2.47,MEDIUM
FRM018364,Yobe,Rice,Rainy,Silty,irrigation,Flood,Yes,No,Yes,3.33,934.8,23.3,68.5,5.95,58.7,4.98,6,3,7.9,1,0,4.31,70374.0,4.9,high
FRM018365,Katsina,Soybean,dry season,LOAMY,Rain-fed,flood,No,No,Yes,5.65,489.6,28.0,43.3,6.38,52.4,1.7,5,5,36.7,1,1,0.31 tons,51254.0,2.72 tons,Below Average
FRM018366,Sokoto,Wheat,DRY,LOAMY,Mixed,sprinkler,Yes,Yes,No,1.72 ha,1029.1,31.0,58.1,6.97,205.6,4.44,24,5,1.0,0,1,2.41,34436.0,2.26,Medium
FRM018367,Kano,Sorghum,Harmattan,Clay,Irrigation,flood,No,No,Yes,1.36,973.5,32.0,67.3,6.31,33.6,5.32,0,1,29.3,0,0,3.38,46481.0,1.98,LOW
FRM018368,Jigawa,Millet,wet season,Loamy,Rain-fed,Drip,Yes,Yes,no,2.29,895.8,24.5,33.4,6.19,64.5,3.36,26,5,26.8,1,0,3.04,52643.0,5.86,EXCELLENT
FRM018369,Plateau,Maize,wet,loamy,rain-fed,Flood,Yes,No,Yes,2.03,759.6,25.3,51.5,6.2,69.0,3.53,23,5,7.3,1,0,2.95,38013.0,4.22,Moderate
FRM018370,Jigawa,Maize,WET,Silt,Mixed,sprinkler,Yes,Yes,Yes,5.06,742.8,31.4,58.5,5.5,150.2,4.19,15,5,1.0,1,0,2.05,52675.0,3.35,AVERAGE
FRM018371,Benue,Millet,wet season,Clay,Mixed,sprinkler,No,Yes,0,5.57,670.0,25.2,85.5,6.72,125.1,4.99,7,2,24.1,1,0,2.36,56953.0,1.65 tons,Below Average
FRM018372,Sokoto,Rice,Dry Season,loamy,Rain-fed,Flood,No,Yes,No,0.23,473.9,31.7,84.7,6.15,96.5,4.17,21,2,18.2,0,1,1.98,43649.0,1.9,POOR
FRM018373,Kaduna,Groundnut,Rainy,Loamy,Mixed,Drip,Yes,No,Yes,1.13,934.2,26.6,58.3,5.64,66.3,0.16,20,2,32.5,0,1,3.94,42057.0,2.86,MEDIUM
FRM018374,Jigawa,Millet,dry season,Sandy,Mixed,None,No,Yes,yes,3.73,904.3,35.5,78.4,6.18,34.7,1.64,0,2,1.0,1,1,3.72,32044.0,2.41,MEDIUM
FRM018375,Plateau,Sorghum,Rainy,CLAY,Irrigation,None,No,Yes,No,1.14,888.0,34.1,65.1,5.9,104.8,5.17,18,1,21.2,1,1,2.3,54827.0,3.39,MEDIUM
FRM018376,Sokoto,Sorghum,Rainy,clay,Irrigation,Flood,Yes,No,Yes,2.64,1041.8,23.1,61.2,6.13,82.9,6.71,3,4,9.0,0,1,0.63,32772.0,3.04,Average
FRM018377,Plateau,Yam,wet season,Silt,Irrigation,None,yes,No,No,3.27,720.0,27.2,64.3,6.57,112.6,1.54,17,3,14.8,0,1,2.21,78376.0,2.72,MODERATE
FRM018378,Taraba,Yam,wet,Loamy,Irrigation,Sprinkler,Yes,Yes,Yes,2.27,1071.5,27.4,46.6,5.58,99.4,3.92,15,5,29.9,0,1,4.56,73086.0,5.22,EXCELLENT
FRM018379,Katsina,Yam,DRY,Loamy,Rain-fed,Drip,Yes,Yes,Yes,13.47,606.2,24.4,63.0,6.5,41.5,1.3,12,1,15.5,0,1,3.17,46186.0,3.01,medium
FRM018380,Kebbi,Yam,Wet Season,Clay,Rainfed,Drip,Yes,Yes,Yes,0.73,921.3,26.8,-67.4,5.05,60.7,3.94,12,4,13.6,1,1,1.88 t/ha,80757.0,2.5,MODERATE
FRM018381,Kebbi,Groundnut,dry season,Sandy,Mixed,sprinkler,Yes,Yes,No,1.12,684.5,30.1,71.2,6.1,100.4,5.9,5,3,26.2,1,1,0.2,41915.0,2.19,Below Average
FRM018382,Taraba,Groundnut,Wet Season,Clay,Mixed,Sprinkler,Yes,No,No,6.21,1267.9,21.5,74.5,4.55,88.9,0.0,12,3,5.8,1,1,3.32,60900.0,,Average
FRM018383,Bauchi,Wheat,dry season,Clay,irrigation,Flood,Yes,Yes,Yes,2.08,821.8,26.2,69.2,5.89,149.7,7.02,25,5,1.0,0,1,1.51,52029.0,6.3,Excellent
FRM018384,Sokoto,Maize,Rainy,Clay,rain-fed,None,Yes,No,No,3.36,682.8 mm,24.4,36.6,4.71,120.2,1.06,4,3,14.1,0,0,-0.54,64384.0,1.82,L
FRM018385,Kaduna,Soybean,Rainy,Clay,Rain-fed,Drip,Yes,Yes,No,0.6,1310.1,21.9,70.5,7.15,67.0,4.97,17,2,6.8,1,1,3.82,60963.0,3.32,Average
FRM018386,Adamawa,Groundnut,WET,LOAMY,Irrigation,Flood,Yes,No,yes,1.73,1153.3mm,28.4,82.1,5.9,88.4,4.48,13,4,1.0,1,1,20.0,56914.0,6.08,H
FRM018387,Plateau,Cassava,Rainy,Clay,Mixed,sprinkler,yes,no,Yes,1.97,1059.4,23.5,54.7,4.38,105.9,3.14,8,1,12.5,1,1,2.87,66355.0,3.86,Average
FRM018388,Sokoto,Sorghum,wet season,Silty,Rain-fed,None,N,No,Yes,1.69,1308.5mm,31.3,42.3,5.58,39.0,8.87,7,4,13.1km,0,1,3.53,36937.0,3.21,Medium
FRM018389,Benue,Soybean,dry season,Loamy,Irrigated,Drip,yes,No,Yes,0.18,1159.4,25.6,59.6,6.23,87.1,4.96,6,3,5.0,0,0,1.54,59549.0,3.34,medium
FRM018390,Jigawa,Sorghum,Harmattan,loamy,Irrigated,None,No,No,Yes,1.02,952.5,33.3,70.6,5.41,20.6,3.73,16,1,17.3,1,1,0.2,40846.0,2.39,Average
FRM018391,Kaduna,Yam,wet season,Silt,mixed,None,Yes,Yes,Yes,3.83,716.0,27.4,68.3,5.61,35.1,1.29,12,9,1.0,0,0,2.26,51504.0,2.52,Moderate
FRM018392,Benue,Groundnut,Dry Season,Sandy,Mixed,None,yes,No,Yes,0.94,966.0,31.0,75.5,5.96,48.8,2.52,13,3,11.5,1,1,0.99,59463.0,3.46,MEDIUM
FRM018393,Adamawa,Soybean,Rainy,Clay,Mixed,None,Yes,yes,Yes,4.05,600.0,21.4,69.9,7.21,85.6,4.6,5,3,13.8,0,1,0.39,78764.0,1.0,POOR
FRM018394,Taraba,Rice,Wet Season,loamy,Mixed,drip,Yes,Yes,yes,2.33 ha,878.7,29.6,57.2,6.47,70.0,4.37,8,5,7.2,1,0,3.34,48918.0,5.56,EXCELLENT
FRM018395,Zamfara,Wheat,dry,Clay,Rain-fed,Drip,Yes,No,Yes,2.06,993.6,27.6,55.8,6.13,75.1,1.68,24,5,20.7,1,0,2.68,78294.0,2.54,Moderate
FRM018396,Kebbi,Cassava,Dry Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,3.23,419.4,24.9,46.6,6.0,116.8,0.82,3,5,20.8,0,1,4.64,55858.0,6.06 tons,High
FRM018397,Kebbi,Cassava,dry season,Loamy,Rain-fed,Nil,Yes,Yes,No,0.44,844.7 mm,37.3,70.7,6.52,90.8,3.65,9,3,17.1,1,0,1.14,72239.0,2.99,medium
FRM018398,Gombe,Maize,WET,Loamy,Mixed,drip,No,1,Yes,0.16,1081.5,30.9,40.7,5.26,154.0,3.01,0,4,1.0,1,1,2.75 t/ha,63345.0,3.38,Medium
FRM018399,Plateau,Yam,Wet Season,Sandy,irrigation,Sprinkler,Yes,Yes,Yes,1.68,1165.3,,47.6,7.57,56.8,3.83,4,4,16.2,0,0,4.0,23159.0,4.93,medium
FRM018400,Katsina,Cassava,Rainy,Sandy,Irrigation,None,Yes,No,Yes,0.1,590.1,28.9,78.1,5.22,44.2,5.63,7,2,1.0,1,1,3.92,51148.0,3.71,Average
FRM018401,Taraba,Cowpea,dry season,Clay,Irrigation,Sprinkler,Yes,Yes,No,0.1,639.8,34.3,68.4,7.27,45.7,3.21,0,7,30.7,0,0,3.41,57766.0,1.42,LOW
FRM018402,Sokoto,Cowpea,Dry Season,Loamy,Irrigated,drip,Yes,No,no,2.68,949.5,32.4,57.7,6.96,88.9,2.77,24,4,26.1,1,0,48.8,58038.0,6.93,H
FRM018403,Taraba,Millet,Harmattan,Sandy,Irrigation,None,No,No,Yes,1.32,713.9,29.1,71.3,6.39,87.4,1.98,4,3,8.4,1,1,2.95,52276.0,4.1,AVERAGE
